test_id,tag
test00042,2006128.703
test00240,2006598.985
test01790,2007618.08
test00905,2007664.793
test00506,2009150.991
test01010,2009659.38
test00634,2009718.67
test01035,2009718.67
test00256,2009718.67
test00405,2010172.94
test00014,2010235.415
test01088,2010681.587
test01754,2010681.587
test01509,2010747.185
test00827,2011195.929
test01286,2011704.835
test01698,2011704.835
test00622,2012807.377
test01853,2012807.377
test01678,2013839.057
test01983,2014358.974
test00394,2015298.317
test00121,2015298.317
test01643,2015392.509
test00543,2015808.261
test01488,2015808.261
test00491,2016326.531
test00387,2016326.531
test00932,2016836.735
test00952,2016836.735
test01856,2016836.735
test01935,2018386.108
test00136,2019013.361
test00107,2019537.275
test01782,2020051.414
test01915,2020961.145
test01920,2020961.145
test00057,2021483.376
test01262,2021483.376
test01050,2022130.726
test00981,2023029.683
test00657,2025102.459
test01067,2025257.732
test00624,2025257.732
test01806,2025257.732
test00044,2025627.883
test01624,2025627.883
test01952,2025627.883
test00293,2026140.441
test01018,2026302.218
test01179,2026666.667
test01324,2027179.487
test00172,2027179.487
test00878,2027706.516
test01171,2027706.516
test01277,2027878.162
test00791,2027878.162
test01533,2028219.6
test01810,2028219.6
test01861,2029260.78
test01077,2029260.78
test01308,2029260.78
test00188,2029442.149
test00498,2029789.42
test01377,2030303.03
test01905,2030303.03
test01710,2030303.03
test00318,2030303.03
test01695,2030490.956
test01998,2030832.477
test00483,2032074.496
test01257,2032074.496
test01880,2032390.746
test01567,2032921.811
test00444,2033126.294
test00980,2033436.214
test00974,2033436.214
test00903,2033643.892
test00733,2033643.892
test01572,2033968.091
test01731,2034482.759
test01514,2034482.759
test01098,2034697.048
test01444,2034697.048
test01219,2035015.448
test00823,2035015.448
test01033,2035530.381
test01478,2035751.295
test01004,2035751.295
test00568,2036579.083
test01753,2036579.083
test00689,2036579.083
test00600,2036806.636
test01813,2037628.866
test01522,2038679.732
test00872,2039460.021
test00519,2039731.682
test01386,2039731.682
test00344,2039731.682
test00927,2039731.682
test00288,2040784.719
test01708,2041038.961
test01298,2042099.792
test01675,2042099.792
test01525,2042894.057
test00401,2043433.299
test01964,2043433.299
test00438,2043433.299
test00122,2044490.429
test00533,2045007.76
test01085,2045007.76
test01037,2045288.912
test01269,2045548.654
test01556,2045548.654
test00169,2047125.842
test01090,2047125.842
test00246,2047420.532
test01218,2047668.394
test01243,2047966.632
test00150,2048186.528
test01973,2048729.912
test01562,2049034.95
test01848,2049248.315
test00036,2049792.531
test00641,2050311.203
test01762,2050311.203
test00857,2050856.253
test01371,2051375.195
test01669,2051375.195
test00350,2051697.128
test00481,2052246.604
test00608,2052440.291
test01449,2052440.291
test01150,2052440.291
test00692,2053506.494
test01405,2053842.133
test01610,2054054.054
test01723,2054573.805
test01821,2054573.805
test01802,2054573.805
test00404,2056191.467
test01232,2056191.467
test01464,2056711.759
test01633,2057261.843
test01170,2057261.843
test00606,2057782.405
test00781,2058333.333
test00579,2058854.167
test00152,2058854.167
test00305,2058854.167
test01162,2059779.759
test01025,2059927.045
test00564,2060304.143
test00362,2060304.143
test00445,2060860.441
test01900,2061001.043
test01845,2061001.043
test01432,2061001.043
test00213,2061001.043
test01093,2061001.043
test01446,2061001.043
test01311,2061385.1
test01558,2061554.512
test00397,2061942.257
test00675,2062467.192
test00596,2063152.401
test00895,2063707.572
test01155,2063707.572
test01008,2064229.765
test01348,2064229.765
test00223,2065308.255
test00040,2066280.905
test01832,2066387.872
test00602,2066387.872
test00648,2066806.944
test01552,2066945.607
test00315,2067468.619
test00217,2067894.737
test00541,2067894.737
test01540,2068027.211
test01937,2068457.083
test01512,2068550.497
test01520,2068550.497
test00356,2068550.497
test00707,2068983.676
test01199,2069109.948
test01939,2069546.891
test01205,2070193.819
test00116,2070637.849
test01883,2070717.653
test01285,2070717.653
test00119,2071278.826
test01123,2071802.935
test01487,2071802.935
test01016,2071802.935
test01124,2071802.935
test00623,2072257.384
test00826,2072364.971
test01549,2072364.971
test00099,2072823.219
test00434,2072823.219
test01046,2072889.355
test01437,2072889.355
test00598,2073350.923
test01956,2073452.256
test01652,2073452.256
test00548,2075065.617
test00220,2075065.617
test01281,2075065.617
test01323,2075065.617
test01817,2075065.617
test00301,2075541.469
test00866,2075630.252
test01716,2076155.462
test00755,2076155.462
test00255,2076638.478
test01005,2076638.478
test00493,2077207.827
test01911,2077246.453
test01080,2077736.647
test00086,2077812.829
test01143,2078338.591
test01836,2078338.591
test01079,2078835.979
test00772,2078905.839
test01164,2079407.094
test01573,2080000
test00475,2080000
test00875,2080508.475
test01137,2080526.316
test00536,2080526.316
test00393,2081095.313
test00025,2081095.313
test00951,2081621.906
test00718,2081621.906
test00583,2081621.906
test00158,2082140.964
test00269,2082140.964
test00984,2082718.651
test00706,2082718.651
test01301,2082718.651
test01839,2082718.651
test01148,2082718.651
test00355,2082718.651
test01247,2083289.404
test00890,2083819.629
test01034,2084350.133
test01424,2084350.133
test01044,2084915.612
test00276,2084915.612
test00555,2084915.612
test00189,2084915.612
test01657,2084925.69
test01604,2085488.127
test01355,2086015.831
test00055,2087691.495
test01922,2087691.495
test01642,2087691.495
test01172,2087691.495
test01099,2088219.757
test00304,2088219.757
test00935,2088782.562
test01859,2089323.467
test00953,2089323.467
test00238,2089893.617
test00193,2090428.345
test00007,2091005.291
test00916,2091005.854
test00354,2091534.392
test00459,2092112.229
test00325,2092641.609
test00195,2092641.609
test01069,2092641.609
test00071,2092701.119
test00373,2093233.884
test00607,2093750
test00222,2093750
test00370,2093750
test01142,2093750
test01619,2094329.624
test01557,2094329.624
test00428,2094329.624
test00463,2094329.624
test01693,2094349.68
test01627,2094933.333
test01545,2095440.085
test01738,2095970.308
test01687,2095970.308
test01682,2095970.308
test00378,2095970.308
test00517,2095970.308
test01951,2096551.724
test01166,2096551.724
test00104,2097664.544
test00726,2098195.329
test01704,2098195.329
test01760,2098195.329
test00236,2098824.786
test01761,2099309.612
test00242,2099309.612
test00660,2099946.553
test00550,2099946.553
test00098,2100534.759
test01933,2101010.101
test00799,2101010.101
test00484,2101010.101
test01297,2101069.519
test01222,2102127.66
test00374,2102193.686
test01744,2102193.686
test00149,2102659.574
test00056,2103246.408
test01272,2103246.408
test00547,2103778.606
test01278,2103910.016
test00261,2104898.829
test00880,2105487.48
test00734,2105573.419
test01724,2106020.245
test01834,2106020.245
test00790,2106166.22
test01712,2107142.857
test01416,2107142.857
test01875,2107832.618
test00520,2108266.667
test01674,2108266.667
test01201,2108858.058
test01113,2108964.037
test00651,2110517.886
test01425,2110517.886
test00818,2110693.176
test00054,2111111.111
test00681,2111645.299
test01676,2112365.591
test01795,2112773.918
test01116,2112773.918
test01391,2113501.883
test00128,2114499.732
test01185,2114499.732
test01095,2114639.397
test01918,2114639.397
test00340,2115034.778
test00361,2115034.778
test01774,2115034.778
test00667,2115034.778
test00809,2115631.692
test00485,2115631.692
test01707,2115778.137
test01535,2116167.024
test00379,2116167.024
test01084,2116167.024
test00447,2116379.31
test00037,2116764.863
test01943,2116764.863
test00270,2116918.103
test00834,2117520.216
test00793,2117520.216
test01238,2117899.25
test00430,2117899.25
test00473,2117899.25
test00259,2118435.155
test00092,2119034.853
test00773,2119034.853
test00389,2119034.853
test00166,2119201.726
test01865,2119571.046
test00798,2120171.674
test00207,2120345.386
test01126,2120708.155
test01718,2120708.155
test01622,2121309.716
test01719,2121846.484
test01780,2121846.484
test01207,2122448.98
test00963,2122636.413
test00135,2122636.413
test01700,2122986.037
test00369,2122986.037
test00614,2122986.037
test01057,2122986.037
test01925,2123589.468
test01270,2123589.468
test00674,2123783.784
test01778,2124126.814
test01857,2124126.814
test01440,2124126.814
test00482,2124391.563
test00090,2124391.563
test00069,2124391.563
test01529,2124932.396
test01931,2125874.126
test00795,2125874.126
test01632,2125874.126
test00574,2126082.251
test01846,2126412.049
test00298,2126412.049
test00856,2127018.299
test01383,2127556.512
test00088,2127843.987
test00810,2128163.705
test01516,2128702.208
test00639,2128702.208
test01961,2128997.29
test00841,2129310.345
test01235,2129310.345
test01206,2129310.345
test00686,2129539.295
test00539,2129539.295
test01867,2129849.138
test00816,2130458.221
test01651,2130458.221
test01021,2130694.143
test01049,2130694.143
test01457,2130694.143
test00936,2131850.244
test01758,2132146.71
test00965,2132146.71
test00604,2132146.71
test00682,2132146.71
test00424,2132464.712
test00488,2132757.69
test00785,2132757.69
test00102,2132757.69
test00157,2133007.6
test00540,2133007.6
test00907,2133297.356
test00358,2133297.356
test00140,2133297.356
test00504,2133623.031
test00476,2133909.287
test00453,2133909.287
test01872,2134166.214
test01873,2134166.214
test01854,2134166.214
test01465,2134449.244
test00244,2134449.244
test01259,2134782.609
test01784,2135326.087
test00567,2135602.377
test00873,2135943.448
test01555,2136216.216
test00784,2136216.216
test00247,2136487.221
test01787,2136756.757
test01101,2136756.757
test01688,2136756.757
test00847,2137105.55
test00992,2137649.619
test01746,2137649.619
test01178,2138268.917
test00436,2138528.139
test00075,2138528.139
test00045,2138528.139
test01696,2138813.283
test00272,2139069.264
test00753,2139069.264
test00796,2139685.977
test00399,2139685.977
test01825,2139978.214
test00590,2140227.396
test01807,2140227.396
test00162,2140227.396
test01289,2140227.396
test01146,2141144.414
test01886,2141386.782
test01997,2142005.42
test00123,2142005.42
test00746,2142311.887
test01291,2142547.425
test01092,2142547.425
test01692,2142547.425
test01317,2142547.425
test01287,2142547.425
test00384,2143480.633
test00582,2143709.328
test00345,2143709.328
test01908,2143709.328
test00534,2144872.491
test01038,2144872.491
test01500,2144872.491
test01843,2144872.491
test01689,2144872.491
test00780,2145275.806
test00034,2145275.806
test01950,2145494.028
test00478,2145494.028
test00672,2145821.955
test00147,2145821.955
test01869,2146036.916
test00670,2146036.916
test00557,2146036.916
test01801,2146036.916
test01258,2146448.087
test00413,2146659.424
test01605,2146659.424
test00741,2147202.607
test01260,2147621.651
test00446,2147621.651
test00021,2147621.651
test00094,2147826.087
test01389,2148168.398
test00923,2148369.565
test01412,2148369.565
test01814,2148369.565
test00181,2148369.565
test00921,2148369.565
test00512,2148994.018
test01598,2148994.018
test01325,2149537.792
test00531,2149537.792
test01661,2150163.221
test01970,2150163.221
test01963,2150163.221
test00264,2150707.291
test01735,2150707.291
test00062,2151333.696
test01330,2151697.7
test00538,2151697.7
test01550,2152505.447
test01167,2152505.447
test00631,2153050.109
test01279,2153678.474
test01617,2153678.474
test00937,2154057.018
test01888,2154223.433
test01402,2154223.433
test00820,2154690.071
test00831,2154852.781
test00448,2154852.781
test00120,2154852.781
test00931,2155398.037
test01411,2155398.037
test00348,2155398.037
test01649,2156028.369
test01895,2156421.515
test01912,2156573.923
test01768,2156573.923
test00063,2157205.24
test00868,2157205.24
test00523,2157751.092
test01321,2157751.092
test01451,2157751.092
test01316,2157751.092
test01833,2157751.092
test00286,2157751.092
test00925,2157751.092
test01443,2158791.209
test00553,2158791.209
test00234,2158929.547
test00159,2158929.547
test01594,2159428.257
test00111,2159562.842
test00180,2160109.29
test00205,2160109.29
test00740,2160109.29
test00989,2160109.29
test01982,2160616.062
test00792,2160616.062
test01897,2161166.117
test00904,2161166.117
test01506,2161290.323
test00173,2161290.323
test00717,2161290.323
test01413,2161290.323
test01227,2161805.173
test01593,2161805.173
test00562,2162355.531
test01135,2162472.648
test00758,2162472.648
test01183,2163108.922
test00508,2163108.922
test01800,2163656.267
test01703,2163656.267
test00652,2163656.267
test01470,2163656.267
test01613,2164187.328
test01154,2164293.538
test01827,2164738.292
test00151,2164841.183
test01591,2165479.452
test00597,2165931.643
test00144,2166027.397
test00860,2166574.738
test01577,2166574.738
test00786,2166666.667
test01607,2166666.667
test01463,2167214.912
test01542,2167770.419
test01190,2167855.184
test01188,2167855.184
test00645,2168322.296
test01671,2168403.73
test00263,2168403.73
test00319,2168403.73
test00757,2168403.73
test00480,2168967.421
test00423,2168967.421
test00859,2168967.421
test01252,2169045.005
test01242,2169045.005
test01327,2169519.602
test01456,2169593.853
test01304,2169593.853
test00642,2169593.853
test01829,2169593.853
test01942,2170236.134
test00794,2170236.134
test01791,2170785.283
test00545,2170785.283
test00658,2170785.283
test01322,2170785.283
test00412,2171428.571
test01236,2171428.571
test00203,2171978.022
test01398,2171978.022
test01472,2171978.022
test01353,2171978.022
test00337,2173172.073
test01532,2173172.073
test01767,2173172.073
test01831,2173172.073
test00711,2173172.073
test01163,2173768.677
test01249,2173817.382
test01419,2174367.437
test00385,2174972.315
test01226,2175013.759
test00282,2175564.117
test01078,2175564.117
test01513,2175564.117
test00893,2176177.285
test01578,2176177.285
test00662,2176731.302
test01855,2176762.115
test00804,2177383.592
test01620,2177410.468
test00854,2177410.468
test01223,2177410.468
test00745,2177937.916
test01060,2177961.433
test01741,2177961.433
test00081,2178591.237
test01611,2178591.237
test00802,2178610.805
test01823,2179162.073
test01368,2179162.073
test01812,2179162.073
test01246,2179800.222
test01224,2179812.466
test00509,2179812.466
test01539,2179812.466
test00801,2179812.466
test00313,2180355.161
test01114,2180355.161
test00317,2180364.038
test01467,2180364.038
test00235,2180364.038
test01993,2181015.453
test00487,2181015.453
test00807,2181015.453
test00342,2181565.797
test00713,2181567.329
test00912,2181567.329
test01901,2181567.329
test00467,2182219.768
test01502,2182771.949
test01251,2183425.414
test00414,2183425.414
test01614,2183435.242
test01212,2183435.242
test00617,2183977.901
test01618,2184632.394
test01315,2185185.185
test01517,2185185.185
test01756,2185185.185
test01730,2185185.185
test01047,2185185.185
test00889,2185840.708
test01648,2185840.708
test00070,2185865.331
test01729,2186393.805
test00900,2186393.805
test01151,2186393.805
test01335,2186393.805
test00611,2186421.814
test01606,2187050.36
test00897,2187603.763
test00901,2187603.763
test00685,2187639.198
test00026,2188261.351
test00398,2188300.836
test00566,2188815.061
test01303,2188815.061
test01702,2188815.061
test01788,2188815.061
test01276,2189520.624
test01818,2190027.701
test00721,2190078.038
test00096,2190687.361
test01547,2190687.361
test01157,2190687.361
test01960,2190741.774
test00225,2191241.685
test00190,2191241.685
test01766,2191299.498
test00610,2191299.498
test00302,2191299.498
test01225,2191902.385
test00283,2192457.016
test01369,2192457.016
test00192,2192457.016
